timestamp_utc,epoch_unix,temperature_C
2024-06-14T12:00:00Z,1718366400,0.0101563
2024-06-14T15:00:00Z,1718377200,0.00991211
2024-06-14T18:00:00Z,1718388000,0.00991211
2024-06-14T21:00:00Z,1718398800,0.00991211
2024-06-15T00:00:00Z,1718409600,0.00490723
2024-06-15T03:00:00Z,1718420400,0.00460205
2024-06-15T06:00:00Z,1718431200,-1.15137
2024-06-15T09:00:00Z,1718442000,-0.678259
2024-06-15T12:00:00Z,1718452800,0.00515137
2024-06-15T15:00:00Z,1718463600,0.00478516
2024-06-15T18:00:00Z,1718474400,0.0050293
2024-06-15T21:00:00Z,1718485200,0.00536499
2024-06-16T00:00:00Z,1718496000,0.0102173
2024-06-16T03:00:00Z,1718506800,-0.472021
2024-06-16T06:00:00Z,1718517600,-1.56028
2024-06-16T09:00:00Z,1718528400,-0.607916
2024-06-16T12:00:00Z,1718539200,0.0104004
2024-06-16T15:00:00Z,1718550000,0.00991211
2024-06-16T18:00:00Z,1718560800,0.0101563
2024-06-16T21:00:00Z,1718571600,0.00966797
2024-06-17T00:00:00Z,1718582400,0.00805054
2024-06-17T03:00:00Z,1718593200,0.00789795
2024-06-17T06:00:00Z,1718604000,0.00777588
2024-06-17T09:00:00Z,1718614800,0.00740967
2024-06-17T12:00:00Z,1718625600,0.00795898
2024-06-17T15:00:00Z,1718636400,0.00771484
2024-06-17T18:00:00Z,1718647200,0.00771484
2024-06-17T21:00:00Z,1718658000,0.00673828
2024-06-18T00:00:00Z,1718668800,-0.12702
2024-06-18T03:00:00Z,1718679600,-0.126105
2024-06-18T06:00:00Z,1718690400,-0.126318
2024-06-18T09:00:00Z,1718701200,-0.12644
2024-06-18T12:00:00Z,1718712000,-0.127295
2024-06-18T15:00:00Z,1718722800,-0.126318
2024-06-18T18:00:00Z,1718733600,-0.126807
2024-06-18T21:00:00Z,1718744400,-0.126624
2024-06-19T00:00:00Z,1718755200,-0.0777954
2024-06-19T03:00:00Z,1718766000,-0.0782837
2024-06-19T06:00:00Z,1718776800,-0.0776733
2024-06-19T09:00:00Z,1718787600,-0.0780396
2024-06-19T12:00:00Z,1718798400,-0.0781921
2024-06-19T15:00:00Z,1718809200,-0.0777344
2024-06-19T18:00:00Z,1718820000,-0.0779785
2024-06-19T21:00:00Z,1718830800,-0.0775513
2024-06-20T00:00:00Z,1718841600,-0.150244
2024-06-20T03:00:00Z,1718852400,-0.150702
2024-06-20T06:00:00Z,1718863200,-0.409399
2024-06-20T09:00:00Z,1718874000,-0.150549
2024-06-20T12:00:00Z,1718884800,-0.150305
2024-06-20T15:00:00Z,1718895600,-0.150732
2024-06-20T18:00:00Z,1718906400,-0.319434
2024-06-20T21:00:00Z,1718917200,-0.31925
2024-06-21T00:00:00Z,1718928000,-0.373022
2024-06-21T03:00:00Z,1718938800,-0.372748
2024-06-21T06:00:00Z,1718949600,-0.372351
